address,retail_size,module,binary,name,namespace,source,symbol,artifact,adapter_mode,adapter_macro,adapter,object,source_status,compile_status,semantic_status,asm_status,runtime_ready,runtime_tested,subsystem,provenance,compiler,matched_bytes,total_bytes,notes
0x002E65B0,0x08,static.crs,code.bin,App::FieldMenu::PlayData::SetCursorPos,App::FieldMenu::PlayData,src/reagent/yellow_leaf_functions.cpp,_ZN3App9FieldMenu8PlayData12SetCursorPosEj,YellowLeaf_002e65b0,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e65b0.cpp,build/code.bin/YellowLeaf_002e65b0.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x0039CE30,0x08,static.crs,code.bin,Field::MoveModel::FieldMoveModel::SetMotionSignal,Field::MoveModel::FieldMoveModel,src/reagent/yellow_leaf_functions.cpp,_ZN5Field9MoveModel14FieldMoveModel15SetMotionSignalEPNS_12MotionSignalE,YellowLeaf_0039ce30,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_0039ce30.cpp,build/code.bin/YellowLeaf_0039ce30.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x003A84A0,0x08,static.crs,code.bin,Field::SubScreen::FieldSubScreen::SetEventXMenu,Field::SubScreen::FieldSubScreen,src/reagent/yellow_leaf_functions.cpp,_ZN5Field9SubScreen14FieldSubScreen13SetEventXMenuEPNS_10EventXMenuE,YellowLeaf_003a84a0,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_003a84a0.cpp,build/code.bin/YellowLeaf_003a84a0.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x00159F64,0x08,static.crs,code.bin,BattleInst::BattleInst::IsBoss,BattleInst::BattleInst,src/reagent/yellow_leaf_functions.cpp,_ZN10BattleInst10BattleInst6IsBossEv,YellowLeaf_00159f64,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_00159f64.cpp,build/code.bin/YellowLeaf_00159f64.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x004A660C,0x08,static.crs,code.bin,trainer::TrainerTypeData::GetBattleMainModelID,trainer::TrainerTypeData,src/reagent/yellow_leaf_functions.cpp,_ZNK7trainer15TrainerTypeData20GetBattleMainModelIDEv,YellowLeaf_004a660c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_004a660c.cpp,build/code.bin/YellowLeaf_004a660c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x004AAEF8,0x08,static.crs,code.bin,NetAppLib::JoinFesta::JoinFestaPersonalData::GetPacketBattleInvite,NetAppLib::JoinFesta::JoinFestaPersonalData,src/reagent/yellow_leaf_functions.cpp,_ZNK9NetAppLib9JoinFesta21JoinFestaPersonalData21GetPacketBattleInviteEv,YellowLeaf_004aaef8,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_004aaef8.cpp,build/code.bin/YellowLeaf_004aaef8.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x004AAF28,0x08,static.crs,code.bin,NetAppLib::JoinFesta::JoinFestaPersonalData::GetPacketBattleRecieve,NetAppLib::JoinFesta::JoinFestaPersonalData,src/reagent/yellow_leaf_functions.cpp,_ZNK9NetAppLib9JoinFesta21JoinFestaPersonalData22GetPacketBattleRecieveEv,YellowLeaf_004aaf28,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_004aaf28.cpp,build/code.bin/YellowLeaf_004aaf28.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x0028836C,0x08,static.crs,code.bin,nw::eft::EmitterSet::SetStopCalc,nw::eft::EmitterSet,src/reagent/yellow_leaf_functions.cpp,_ZN2nw3eft10EmitterSet11SetStopCalcEb,YellowLeaf_0028836c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_0028836c.cpp,build/code.bin/YellowLeaf_0028836c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x00288374,0x08,static.crs,code.bin,nw::eft::EmitterSet::SetStopDraw,nw::eft::EmitterSet,src/reagent/yellow_leaf_functions.cpp,_ZN2nw3eft10EmitterSet11SetStopDrawEb,YellowLeaf_00288374,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_00288374.cpp,build/code.bin/YellowLeaf_00288374.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002C7A74,0x08,static.crs,code.bin,App::TrainerPass::PlayData::GetStampPage,App::TrainerPass::PlayData,src/reagent/yellow_leaf_functions.cpp,_ZN3App11TrainerPass8PlayData12GetStampPageEv,YellowLeaf_002c7a74,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002c7a74.cpp,build/code.bin/YellowLeaf_002c7a74.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002C7E10,0x08,static.crs,code.bin,App::Box::BoxAppSetup::GetOtherMessage,App::Box::BoxAppSetup,src/reagent/yellow_leaf_functions.cpp,_ZN3App3Box11BoxAppSetup15GetOtherMessageEv,YellowLeaf_002c7e10,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002c7e10.cpp,build/code.bin/YellowLeaf_002c7e10.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002C910C,0x08,static.crs,code.bin,App::Tool::MapManager::SetVisible,App::Tool::MapManager,src/reagent/yellow_leaf_functions.cpp,_ZN3App4Tool10MapManager10SetVisibleEb,YellowLeaf_002c910c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002c910c.cpp,build/code.bin/YellowLeaf_002c910c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002CC1A0,0x08,static.crs,code.bin,App::Tool::NewPaneList::SetupSkipMode,App::Tool::NewPaneList,src/reagent/yellow_leaf_functions.cpp,_ZN3App4Tool11NewPaneList13SetupSkipModeENS1_8SkipModeE,YellowLeaf_002cc1a0,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002cc1a0.cpp,build/code.bin/YellowLeaf_002cc1a0.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002CC534,0x08,static.crs,code.bin,App::Tool::NewPaneList::SetupEffectMode,App::Tool::NewPaneList,src/reagent/yellow_leaf_functions.cpp,_ZN3App4Tool11NewPaneList15SetupEffectModeENS1_10EffectModeE,YellowLeaf_002cc534,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002cc534.cpp,build/code.bin/YellowLeaf_002cc534.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002E0CEC,0x08,static.crs,code.bin,App::PokeList::IntermediateData::GetPokeParty,App::PokeList::IntermediateData,src/reagent/yellow_leaf_functions.cpp,_ZN3App8PokeList16IntermediateData12GetPokePartyEv,YellowLeaf_002e0cec,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e0cec.cpp,build/code.bin/YellowLeaf_002e0cec.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002E6B10,0x08,static.crs,code.bin,app::ui::UIResponder::SetTouchEnabled,app::ui::UIResponder,src/reagent/yellow_leaf_functions.cpp,_ZN3app2ui11UIResponder15SetTouchEnabledEb,YellowLeaf_002e6b10,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e6b10.cpp,build/code.bin/YellowLeaf_002e6b10.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002E6B20,0x08,static.crs,code.bin,app::ui::UIResponder::GetButtonManager,app::ui::UIResponder,src/reagent/yellow_leaf_functions.cpp,_ZN3app2ui11UIResponder16GetButtonManagerEv,YellowLeaf_002e6b20,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e6b20.cpp,build/code.bin/YellowLeaf_002e6b20.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002E6FB8,0x08,static.crs,code.bin,app::ui::UIResponder::SetInputExclusiveKeyByButtonAnimation,app::ui::UIResponder,src/reagent/yellow_leaf_functions.cpp,_ZN3app2ui11UIResponder37SetInputExclusiveKeyByButtonAnimationEb,YellowLeaf_002e6fb8,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e6fb8.cpp,build/code.bin/YellowLeaf_002e6fb8.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002E71FC,0x08,static.crs,code.bin,app::ui::UIViewManager::GetInputExclusiveKeyByButtonAnimation,app::ui::UIViewManager,src/reagent/yellow_leaf_functions.cpp,_ZN3app2ui13UIViewManager37GetInputExclusiveKeyByButtonAnimationEv,YellowLeaf_002e71fc,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e71fc.cpp,build/code.bin/YellowLeaf_002e71fc.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002E7204,0x08,static.crs,code.bin,app::ui::UIViewManager::SetInputExclusiveKeyByButtonAnimation,app::ui::UIViewManager,src/reagent/yellow_leaf_functions.cpp,_ZN3app2ui13UIViewManager37SetInputExclusiveKeyByButtonAnimationEb,YellowLeaf_002e7204,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e7204.cpp,build/code.bin/YellowLeaf_002e7204.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002E738C,0x08,static.crs,code.bin,app::ui::UIView::SetVisible,app::ui::UIView,src/reagent/yellow_leaf_functions.cpp,_ZN3app2ui6UIView10SetVisibleEb,YellowLeaf_002e738c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e738c.cpp,build/code.bin/YellowLeaf_002e738c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002E74C4,0x08,static.crs,code.bin,app::ui::UIView::GetSuperView,app::ui::UIView,src/reagent/yellow_leaf_functions.cpp,_ZN3app2ui6UIView12GetSuperViewEv,YellowLeaf_002e74c4,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e74c4.cpp,build/code.bin/YellowLeaf_002e74c4.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002E7FB0,0x08,static.crs,code.bin,app::ui::UIView::SetModal,app::ui::UIView,src/reagent/yellow_leaf_functions.cpp,_ZN3app2ui6UIView8SetModalEb,YellowLeaf_002e7fb0,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e7fb0.cpp,build/code.bin/YellowLeaf_002e7fb0.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002E8AA0,0x08,static.crs,code.bin,app::tool::IconObject::InitFunc,app::tool::IconObject,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool10IconObject8InitFuncEv,YellowLeaf_002e8aa0,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e8aa0.cpp,build/code.bin/YellowLeaf_002e8aa0.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002E9730,0x08,static.crs,code.bin,app::tool::MenuCursor::IsModuleFree,app::tool::MenuCursor,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool10MenuCursor12IsModuleFreeEv,YellowLeaf_002e9730,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e9730.cpp,build/code.bin/YellowLeaf_002e9730.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002E9868,0x08,static.crs,code.bin,app::tool::MenuCursor::GetLayoutWork,app::tool::MenuCursor,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool10MenuCursor13GetLayoutWorkEv,YellowLeaf_002e9868,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002e9868.cpp,build/code.bin/YellowLeaf_002e9868.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002EA930,0x08,static.crs,code.bin,app::tool::MenuWindow::IsCreate,app::tool::MenuWindow,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool10MenuWindow8IsCreateEv,YellowLeaf_002ea930,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002ea930.cpp,build/code.bin/YellowLeaf_002ea930.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002EBBB8,0x08,static.crs,code.bin,app::tool::PaneListView::GetPaneList,app::tool::PaneListView,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool12PaneListView11GetPaneListEv,YellowLeaf_002ebbb8,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002ebbb8.cpp,build/code.bin/YellowLeaf_002ebbb8.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002EC018,0x08,static.crs,code.bin,app::tool::ButtonManager::SetInputMode,app::tool::ButtonManager,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool13ButtonManager12SetInputModeENS1_9InputModeE,YellowLeaf_002ec018,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002ec018.cpp,build/code.bin/YellowLeaf_002ec018.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002F1910,0x08,static.crs,code.bin,app::tool::TimerIconUIView::GetArcDataId,app::tool::TimerIconUIView,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool15TimerIconUIView12GetArcDataIdEv,YellowLeaf_002f1910,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002f1910.cpp,build/code.bin/YellowLeaf_002f1910.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002F1B28,0x08,static.crs,code.bin,app::tool::TimerIconUIView::GetArcId,app::tool::TimerIconUIView,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool15TimerIconUIView8GetArcIdEv,YellowLeaf_002f1b28,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002f1b28.cpp,build/code.bin/YellowLeaf_002f1b28.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002F203C,0x08,static.crs,code.bin,app::tool::CharaSimpleModel::GetBaseModel,app::tool::CharaSimpleModel,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool16CharaSimpleModel12GetBaseModelEv,YellowLeaf_002f203c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002f203c.cpp,build/code.bin/YellowLeaf_002f203c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002F221C,0x08,static.crs,code.bin,app::tool::CharaSimpleModel::GetCharaBattltAnimeWaitId,app::tool::CharaSimpleModel,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool16CharaSimpleModel25GetCharaBattltAnimeWaitIdEj,YellowLeaf_002f221c,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002f221c.cpp,build/code.bin/YellowLeaf_002f221c.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002F5B84,0x08,static.crs,code.bin,app::tool::ScrollPaneManager::SetInputKeyEnabled,app::tool::ScrollPaneManager,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool17ScrollPaneManager18SetInputKeyEnabledEb,YellowLeaf_002f5b84,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002f5b84.cpp,build/code.bin/YellowLeaf_002f5b84.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002FB3E4,0x08,static.crs,code.bin,app::tool::PokeSimpleModelInFrame::SetInFrameDrawPosition,app::tool::PokeSimpleModelInFrame,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool22PokeSimpleModelInFrame22SetInFrameDrawPositionEN6System6Camera19CModelViewerInFrame13EDrawPositionE,YellowLeaf_002fb3e4,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002fb3e4.cpp,build/code.bin/YellowLeaf_002fb3e4.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x002FD210,0x08,static.crs,code.bin,app::tool::AppToolTrainerIconRendering::GetTrainerModelArcId,app::tool::AppToolTrainerIconRendering,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool27AppToolTrainerIconRendering20GetTrainerModelArcIdEv,YellowLeaf_002fd210,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_002fd210.cpp,build/code.bin/YellowLeaf_002fd210.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x00302524,0x08,static.crs,code.bin,app::tool::PaneList::IsInputEnabled,app::tool::PaneList,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool8PaneList14IsInputEnabledEv,YellowLeaf_00302524,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_00302524.cpp,build/code.bin/YellowLeaf_00302524.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x003025DC,0x08,static.crs,code.bin,app::tool::PaneList::SetInputEnabled,app::tool::PaneList,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool8PaneList15SetInputEnabledEb,YellowLeaf_003025dc,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_003025dc.cpp,build/code.bin/YellowLeaf_003025dc.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x00303800,0x08,static.crs,code.bin,app::tool::PaneList::SetCrossKeyEnable,app::tool::PaneList,src/reagent/yellow_leaf_functions.cpp,_ZN3app4tool8PaneList17SetCrossKeyEnableEb,YellowLeaf_00303800,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_00303800.cpp,build/code.bin/YellowLeaf_00303800.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x0030F4C8,0x08,static.crs,code.bin,app::util::G2DUtil::GetMsgData,app::util::G2DUtil,src/reagent/yellow_leaf_functions.cpp,_ZN3app4util7G2DUtil10GetMsgDataEv,YellowLeaf_0030f4c8,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_0030f4c8.cpp,build/code.bin/YellowLeaf_0030f4c8.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x003100F0,0x08,static.crs,code.bin,app::util::G2DUtil::GetLayoutSystem,app::util::G2DUtil,src/reagent/yellow_leaf_functions.cpp,_ZN3app4util7G2DUtil15GetLayoutSystemEv,YellowLeaf_003100f0,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_003100f0.cpp,build/code.bin/YellowLeaf_003100f0.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
0x00310980,0x08,static.crs,code.bin,app::util::G2DUtil::GetAppLytAccessor,app::util::G2DUtil,src/reagent/yellow_leaf_functions.cpp,_ZN3app4util7G2DUtil17GetAppLytAccessorEv,YellowLeaf_00310980,macro_select,POKEMOON_SPLIT_FUNCTION,src/code.bin/YellowLeaf_00310980.cpp,build/code.bin/YellowLeaf_00310980.o,SOURCE_WRITTEN,COMPILES,SEMANTIC_VERIFIED,ASM_MATCH,false,false,reagent,RETAIL_ORIGINAL_SYMBOL,arm-none-eabi-g++ 16.2.0,8,8,Phase 4D clustered leaf accessor; checker-approved semantics and exact retail ARM bytes
